timestamp,tag,sample_index,repeat_index,folder,gamma,dt,cell_w,cell_h,cell_d,base_density,ppc,grid_x,grid_y,grid_z,steps,predicted_events,predicted_events_ran,measured_He4_final,E_rel_keV,v_rel,sigma_m2,volume,total_time,he4_file
20250923_193417,auto,1,1,auto_s1_ppc1_r1_20250923_193417,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,1,128,128,128,200,279074872862.3095,,278998399356.7087,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc1_r1_20250923_193417/simOutput/He4_energyHistogram_all.dat
20250923_193828,auto,1,2,auto_s1_ppc1_r2_20250923_193828,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,1,128,128,128,200,279074872862.3095,,279150535380.2564,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc1_r2_20250923_193828/simOutput/He4_energyHistogram_all.dat
20250923_193954,auto,1,3,auto_s1_ppc1_r3_20250923_193954,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,1,128,128,128,200,279074872862.3095,,279127615523.6337,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc1_r3_20250923_193954/simOutput/He4_energyHistogram_all.dat
20250923_194119,auto,1,4,auto_s1_ppc1_r4_20250923_194119,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,1,128,128,128,200,279074872862.3095,,279021700342.1674,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc1_r4_20250923_194119/simOutput/He4_energyHistogram_all.dat
20250923_194244,auto,1,5,auto_s1_ppc1_r5_20250923_194244,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,1,128,128,128,200,279074872862.3095,,279033011804.5054,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc1_r5_20250923_194244/simOutput/He4_energyHistogram_all.dat
20250923_194410,auto,1,6,auto_s1_ppc1_r6_20250923_194410,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,1,128,128,128,200,279074872862.3095,,279127658257.0753,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc1_r6_20250923_194410/simOutput/He4_energyHistogram_all.dat
20250923_194535,auto,1,7,auto_s1_ppc1_r7_20250923_194535,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,1,128,128,128,200,279074872862.3095,,279079656819.5813,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc1_r7_20250923_194535/simOutput/He4_energyHistogram_all.dat
20250923_194701,auto,1,8,auto_s1_ppc1_r8_20250923_194701,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,1,128,128,128,200,279074872862.3095,,279320295430.7024,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc1_r8_20250923_194701/simOutput/He4_energyHistogram_all.dat
20250923_194826,auto,1,9,auto_s1_ppc1_r9_20250923_194826,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,1,128,128,128,200,279074872862.3095,,279171972833.5429,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc1_r9_20250923_194826/simOutput/He4_energyHistogram_all.dat
20250923_194952,auto,1,10,auto_s1_ppc1_r10_20250923_194952,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,1,128,128,128,200,279074872862.3095,,279227090810.7156,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc1_r10_20250923_194952/simOutput/He4_energyHistogram_all.dat
20250923_195117,auto,1,1,auto_s1_ppc2_r1_20250923_195117,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,2,128,128,128,200,279074872862.3095,,279197150591.1673,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc2_r1_20250923_195117/simOutput/He4_energyHistogram_all.dat
20250923_195536,auto,1,2,auto_s1_ppc2_r2_20250923_195536,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,2,128,128,128,200,279074872862.3095,,279201379485.5441,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc2_r2_20250923_195536/simOutput/He4_energyHistogram_all.dat
20250923_195710,auto,1,3,auto_s1_ppc2_r3_20250923_195710,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,2,128,128,128,200,279074872862.3095,,279110619263.2978,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc2_r3_20250923_195710/simOutput/He4_energyHistogram_all.dat
20250923_195844,auto,1,4,auto_s1_ppc2_r4_20250923_195844,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,2,128,128,128,200,279074872862.3095,,279101455614.4608,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc2_r4_20250923_195844/simOutput/He4_energyHistogram_all.dat
20250923_200019,auto,1,5,auto_s1_ppc2_r5_20250923_200019,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,2,128,128,128,200,279074872862.3095,,278905362883.8999,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc2_r5_20250923_200019/simOutput/He4_energyHistogram_all.dat
20250923_200153,auto,1,6,auto_s1_ppc2_r6_20250923_200153,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,2,128,128,128,200,279074872862.3095,,279225160198.2111,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc2_r6_20250923_200153/simOutput/He4_energyHistogram_all.dat
20250923_200327,auto,1,7,auto_s1_ppc2_r7_20250923_200327,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,2,128,128,128,200,279074872862.3095,,278984584206.415,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc2_r7_20250923_200327/simOutput/He4_energyHistogram_all.dat
20250923_200501,auto,1,8,auto_s1_ppc2_r8_20250923_200501,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,2,128,128,128,200,279074872862.3095,,279114575871.0056,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc2_r8_20250923_200501/simOutput/He4_energyHistogram_all.dat
20250923_200635,auto,1,9,auto_s1_ppc2_r9_20250923_200635,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,2,128,128,128,200,279074872862.3095,,279033504907.3377,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc2_r9_20250923_200635/simOutput/He4_energyHistogram_all.dat
20250923_200809,auto,1,10,auto_s1_ppc2_r10_20250923_200809,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,2,128,128,128,200,279074872862.3095,,279034066138.5555,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc2_r10_20250923_200809/simOutput/He4_energyHistogram_all.dat
20250923_200943,auto,1,1,auto_s1_ppc3_r1_20250923_200943,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,3,128,128,128,200,279074872862.3095,,279157856896.9332,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc3_r1_20250923_200943/simOutput/He4_energyHistogram_all.dat
20250923_201404,auto,1,2,auto_s1_ppc3_r2_20250923_201404,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,3,128,128,128,200,279074872862.3095,,278982472621.8502,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc3_r2_20250923_201404/simOutput/He4_energyHistogram_all.dat
20250923_201541,auto,1,3,auto_s1_ppc3_r3_20250923_201541,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,3,128,128,128,200,279074872862.3095,,278935247821.3171,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc3_r3_20250923_201541/simOutput/He4_energyHistogram_all.dat
20250923_201719,auto,1,4,auto_s1_ppc3_r4_20250923_201719,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,3,128,128,128,200,279074872862.3095,,279129398100.0721,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc3_r4_20250923_201719/simOutput/He4_energyHistogram_all.dat
20250923_201857,auto,1,5,auto_s1_ppc3_r5_20250923_201857,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,3,128,128,128,200,279074872862.3095,,279266792775.4848,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc3_r5_20250923_201857/simOutput/He4_energyHistogram_all.dat
20250923_202034,auto,1,6,auto_s1_ppc3_r6_20250923_202034,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,3,128,128,128,200,279074872862.3095,,279038347285.1622,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc3_r6_20250923_202034/simOutput/He4_energyHistogram_all.dat
20250923_202211,auto,1,7,auto_s1_ppc3_r7_20250923_202211,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,3,128,128,128,200,279074872862.3095,,279140513036.4194,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc3_r7_20250923_202211/simOutput/He4_energyHistogram_all.dat
20250923_202349,auto,1,8,auto_s1_ppc3_r8_20250923_202349,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,3,128,128,128,200,279074872862.3095,,279184704799.1443,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc3_r8_20250923_202349/simOutput/He4_energyHistogram_all.dat
20250923_202526,auto,1,9,auto_s1_ppc3_r9_20250923_202526,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,3,128,128,128,200,279074872862.3095,,279161809406.9587,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc3_r9_20250923_202526/simOutput/He4_energyHistogram_all.dat
20250923_202704,auto,1,10,auto_s1_ppc3_r10_20250923_202704,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,3,128,128,128,200,279074872862.3095,,279174155265.6772,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc3_r10_20250923_202704/simOutput/He4_energyHistogram_all.dat
20250923_202841,auto,1,1,auto_s1_ppc4_r1_20250923_202841,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,4,128,128,128,200,279074872862.3095,,279029153711.3258,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc4_r1_20250923_202841/simOutput/He4_energyHistogram_all.dat
20250923_203304,auto,1,2,auto_s1_ppc4_r2_20250923_203304,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,4,128,128,128,200,279074872862.3095,,279040508738.15,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc4_r2_20250923_203304/simOutput/He4_energyHistogram_all.dat
20250923_203444,auto,1,3,auto_s1_ppc4_r3_20250923_203444,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,4,128,128,128,200,279074872862.3095,,279074819494.6059,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc4_r3_20250923_203444/simOutput/He4_energyHistogram_all.dat
20250923_203623,auto,1,4,auto_s1_ppc4_r4_20250923_203623,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,4,128,128,128,200,279074872862.3095,,279096803084.6791,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc4_r4_20250923_203623/simOutput/He4_energyHistogram_all.dat
20250923_203803,auto,1,5,auto_s1_ppc4_r5_20250923_203803,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,4,128,128,128,200,279074872862.3095,,279035227438.1409,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc4_r5_20250923_203803/simOutput/He4_energyHistogram_all.dat
20250923_203943,auto,1,6,auto_s1_ppc4_r6_20250923_203943,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,4,128,128,128,200,279074872862.3095,,279080984480.9555,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc4_r6_20250923_203943/simOutput/He4_energyHistogram_all.dat
20250923_204122,auto,1,7,auto_s1_ppc4_r7_20250923_204122,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,4,128,128,128,200,279074872862.3095,,279021710906.5429,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc4_r7_20250923_204122/simOutput/He4_energyHistogram_all.dat
20250923_204302,auto,1,8,auto_s1_ppc4_r8_20250923_204302,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,4,128,128,128,200,279074872862.3095,,278965144066.2001,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc4_r8_20250923_204302/simOutput/He4_energyHistogram_all.dat
20250923_204441,auto,1,9,auto_s1_ppc4_r9_20250923_204441,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,4,128,128,128,200,279074872862.3095,,279096284648.5531,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc4_r9_20250923_204441/simOutput/He4_energyHistogram_all.dat
20250923_204621,auto,1,10,auto_s1_ppc4_r10_20250923_204621,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,4,128,128,128,200,279074872862.3095,,279057365979.7867,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc4_r10_20250923_204621/simOutput/He4_energyHistogram_all.dat
20250923_204800,auto,1,1,auto_s1_ppc5_r1_20250923_204800,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,5,128,128,128,200,279074872862.3095,,279056346732.0895,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc5_r1_20250923_204800/simOutput/He4_energyHistogram_all.dat
20250923_205226,auto,1,2,auto_s1_ppc5_r2_20250923_205226,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,5,128,128,128,200,279074872862.3095,,279100281888.6642,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc5_r2_20250923_205226/simOutput/He4_energyHistogram_all.dat
20250923_205408,auto,1,3,auto_s1_ppc5_r3_20250923_205408,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,5,128,128,128,200,279074872862.3095,,279067599514.3027,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc5_r3_20250923_205408/simOutput/He4_energyHistogram_all.dat
20250923_205550,auto,1,4,auto_s1_ppc5_r4_20250923_205550,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,5,128,128,128,200,279074872862.3095,,278937353340.4903,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc5_r4_20250923_205550/simOutput/He4_energyHistogram_all.dat
20250923_205731,auto,1,5,auto_s1_ppc5_r5_20250923_205731,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,5,128,128,128,200,279074872862.3095,,279146736099.3796,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc5_r5_20250923_205731/simOutput/He4_energyHistogram_all.dat
20250923_205913,auto,1,6,auto_s1_ppc5_r6_20250923_205913,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,5,128,128,128,200,279074872862.3095,,278978389699.4913,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc5_r6_20250923_205913/simOutput/He4_energyHistogram_all.dat
20250923_210055,auto,1,7,auto_s1_ppc5_r7_20250923_210055,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,5,128,128,128,200,279074872862.3095,,279053201953.2405,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc5_r7_20250923_210055/simOutput/He4_energyHistogram_all.dat
20250923_210236,auto,1,8,auto_s1_ppc5_r8_20250923_210236,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,5,128,128,128,200,279074872862.3095,,279126018090.4248,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc5_r8_20250923_210236/simOutput/He4_energyHistogram_all.dat
20250923_210418,auto,1,9,auto_s1_ppc5_r9_20250923_210418,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,5,128,128,128,200,279074872862.3095,,279155236580.639,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc5_r9_20250923_210418/simOutput/He4_energyHistogram_all.dat
20250923_210600,auto,1,10,auto_s1_ppc5_r10_20250923_210600,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,5,128,128,128,200,279074872862.3095,,278970382654.4684,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc5_r10_20250923_210600/simOutput/He4_energyHistogram_all.dat
20250923_210741,auto,1,1,auto_s1_ppc6_r1_20250923_210741,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,6,128,128,128,200,279074872862.3095,,279109320765.7487,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc6_r1_20250923_210741/simOutput/He4_energyHistogram_all.dat
20250923_211209,auto,1,2,auto_s1_ppc6_r2_20250923_211209,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,6,128,128,128,200,279074872862.3095,,279011774806.3814,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc6_r2_20250923_211209/simOutput/He4_energyHistogram_all.dat
20250923_211352,auto,1,3,auto_s1_ppc6_r3_20250923_211352,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,6,128,128,128,200,279074872862.3095,,279019674887.8417,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc6_r3_20250923_211352/simOutput/He4_energyHistogram_all.dat
20250923_211535,auto,1,4,auto_s1_ppc6_r4_20250923_211535,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,6,128,128,128,200,279074872862.3095,,279013201792.7782,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc6_r4_20250923_211535/simOutput/He4_energyHistogram_all.dat
20250923_211718,auto,1,5,auto_s1_ppc6_r5_20250923_211718,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,6,128,128,128,200,279074872862.3095,,279007126221.3896,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc6_r5_20250923_211718/simOutput/He4_energyHistogram_all.dat
20250923_211902,auto,1,6,auto_s1_ppc6_r6_20250923_211902,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,6,128,128,128,200,279074872862.3095,,279093599518.3518,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc6_r6_20250923_211902/simOutput/He4_energyHistogram_all.dat
20250923_212045,auto,1,7,auto_s1_ppc6_r7_20250923_212045,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,6,128,128,128,200,279074872862.3095,,279056927342.0151,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc6_r7_20250923_212045/simOutput/He4_energyHistogram_all.dat
20250923_212228,auto,1,8,auto_s1_ppc6_r8_20250923_212228,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,6,128,128,128,200,279074872862.3095,,279113237666.6279,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc6_r8_20250923_212228/simOutput/He4_energyHistogram_all.dat
20250923_212411,auto,1,9,auto_s1_ppc6_r9_20250923_212411,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,6,128,128,128,200,279074872862.3095,,279069494171.4334,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc6_r9_20250923_212411/simOutput/He4_energyHistogram_all.dat
20250923_212554,auto,1,10,auto_s1_ppc6_r10_20250923_212554,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,6,128,128,128,200,279074872862.3095,,279043833701.0877,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc6_r10_20250923_212554/simOutput/He4_energyHistogram_all.dat
20250923_212737,auto,1,1,auto_s1_ppc7_r1_20250923_212737,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,7,128,128,128,200,279074872862.3095,,279062247191.5906,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc7_r1_20250923_212737/simOutput/He4_energyHistogram_all.dat
20250923_213206,auto,1,2,auto_s1_ppc7_r2_20250923_213206,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,7,128,128,128,200,279074872862.3095,,279039415460.9116,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc7_r2_20250923_213206/simOutput/He4_energyHistogram_all.dat
20250923_213351,auto,1,3,auto_s1_ppc7_r3_20250923_213351,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,7,128,128,128,200,279074872862.3095,,278969723545.0934,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc7_r3_20250923_213351/simOutput/He4_energyHistogram_all.dat
20250923_213536,auto,1,4,auto_s1_ppc7_r4_20250923_213536,1.00019443,8.956844e-16,6.405134e-06,3.400977e-07,8.956844e-16,5.633842e+28,7,128,128,128,200,279074872862.3095,,279090017886.9091,874.7327149396614,11817129.037206106,1.3168760224732798e-29,3.154056542000492e-12,1.7913688064055075e-13,/home/optolo43/../optolo43/auto_s1_ppc7_r4_20250923_213536/simOutput/He4_energyHistogram_all.dat
