#step <0 0.5 1 >1 count
0 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
10 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 7.181018985807895e+10 7.181018985807895e+10
20 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.433521065786481e+11 1.433521065786481e+11
30 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.149634765535593e+11 2.149634765535593e+11
40 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.869253308475017e+11 2.869253308475017e+11
50 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 3.586947750002145e+11 3.586947750002145e+11
60 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 4.305129696428775e+11 4.305129696428775e+11
70 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 5.023199356198310e+11 5.023199356198310e+11
80 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 5.743442562818527e+11 5.743442562818527e+11
90 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 6.460473998486995e+11 6.460473998486995e+11
100 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 7.176715191006659e+11 7.176715191006659e+11
