#step <0 0.5 1 >1 count
0 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
10 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 7.181353594735263e+10 7.181353594735263e+10
20 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.433503650873899e+11 1.433503650873899e+11
30 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.149109590351581e+11 2.149109590351581e+11
40 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.867744175642728e+11 2.867744175642728e+11
50 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 3.584440123289823e+11 3.584440123289823e+11
60 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 4.302542641460895e+11 4.302542641460895e+11
70 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 5.020620170831680e+11 5.020620170831680e+11
80 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 5.740862814188003e+11 5.740862814188003e+11
90 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 6.457887901067733e+11 6.457887901067733e+11
100 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 7.174126639366149e+11 7.174126639366149e+11
