#step <0 0.5 1 >1 count
0 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
50 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 3.603998548686504e+11 3.603998548686504e+11
100 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 7.244007040858268e+11 7.244007040858268e+11
150 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.074501601338386e+12 1.074501601338386e+12
200 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.435602548360824e+12 1.435602548360824e+12
250 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.784403463125229e+12 1.784403463125229e+12
300 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.146404412508010e+12 2.146404412508010e+12
350 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.497905334353447e+12 2.497905334353447e+12
400 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.848605436563491e+12 2.848605436563491e+12
450 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 3.197297940731048e+12 3.197297940731048e+12
500 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 3.548087569713592e+12 3.548087569713592e+12
550 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 3.886277571201324e+12 3.886277571201324e+12
600 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 4.239967114448547e+12 4.239967114448547e+12
650 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 4.582356991767883e+12 4.582356991767883e+12
700 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 4.932946626663207e+12 4.932946626663207e+12
750 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 5.275436501026152e+12 5.275436501026152e+12
800 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 5.622126251220702e+12 5.622126251220702e+12
850 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 5.978615711688994e+12 5.978615711688994e+12
900 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 6.319305639266967e+12 6.319305639266967e+12
950 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 6.660995537281035e+12 6.660995537281035e+12
1000 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 7.007685287475585e+12 7.007685287475585e+12
1050 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 7.335675590515136e+12 7.335675590515136e+12
1100 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 7.691265077590941e+12 7.691265077590941e+12
1150 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 8.029855067253111e+12 8.029855067253111e+12
1200 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 8.362845222473144e+12 8.362845222473144e+12
1250 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 8.694035430908202e+12 8.694035430908202e+12
1300 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 9.044625065803527e+12 9.044625065803527e+12
1350 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 9.391814801216125e+12 9.391814801216125e+12
1400 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 9.731804749488830e+12 9.731804749488830e+12
1450 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.007169470071792e+13 1.007169470071792e+13
1500 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.040698478794098e+13 1.040698478794098e+13
1550 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.074997464752197e+13 1.074997464752197e+13
1600 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.108726481723785e+13 1.108726481723785e+13
1650 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.142465790653229e+13 1.142465790653229e+13
1700 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.175676374387741e+13 1.175676374387741e+13
